universe,family,signal,own_horizon,fwd_horizon,method,region,n_periods,mean_ic,std_ic,analytic_p,bh_significant
realistic,mean_reversion,bollinger_deviation,3D,30D,spearman,validation,83,0.021587100280822537,0.2267691472102825,0.38579948905012573,False
realistic,mean_reversion,bollinger_deviation,7D,1H,spearman,design,113,-0.00016210489785108853,0.25117237143690435,0.9945260585578889,False
realistic,mean_reversion,bollinger_deviation,7D,4H,spearman,design,113,0.0008242234947076255,0.2562083856102016,0.9727198789996234,False
realistic,mean_reversion,bollinger_deviation,7D,12H,spearman,design,113,-0.014555421609724463,0.2583995450815057,0.5493150210272353,False
realistic,mean_reversion,bollinger_deviation,7D,1D,spearman,design,113,-0.012395088449911867,0.26792425195962066,0.6228701030808361,False
realistic,mean_reversion,bollinger_deviation,7D,3D,spearman,design,113,-0.010258271916125555,0.254360228704903,0.6681338456556627,False
realistic,mean_reversion,bollinger_deviation,7D,7D,spearman,design,113,-0.0013335981807720769,0.23927679802707638,0.9527556721502819,False
realistic,mean_reversion,bollinger_deviation,7D,7D,pearson,design,113,-0.008571585460626733,0.23343275724346305,0.6962881234330351,False
realistic,mean_reversion,bollinger_deviation,7D,14D,spearman,design,113,-0.013643752796880276,0.2261198061276591,0.5212575531982617,False
realistic,mean_reversion,bollinger_deviation,7D,30D,spearman,design,113,-0.010143428587084573,0.2387306435857535,0.6515107923679098,False
realistic,mean_reversion,bollinger_deviation,7D,1H,spearman,validation,83,-0.053350243077573446,0.24089475670432692,0.04362662665361359,False
realistic,mean_reversion,bollinger_deviation,7D,4H,spearman,validation,83,-0.055110668236857195,0.22053492182256204,0.022806795064686643,False
realistic,mean_reversion,bollinger_deviation,7D,12H,spearman,validation,83,-0.006676329377661018,0.21688962768735007,0.7791409136317159,False
realistic,mean_reversion,bollinger_deviation,7D,1D,spearman,validation,83,0.006392487242201888,0.22379477984969376,0.7946856240081503,False
realistic,mean_reversion,bollinger_deviation,7D,3D,spearman,validation,83,-0.032617688800314036,0.21282434863997376,0.16263174168713967,False
realistic,mean_reversion,bollinger_deviation,7D,7D,spearman,validation,83,-0.02920252438324727,0.23775653021823467,0.26314354573945,False
realistic,mean_reversion,bollinger_deviation,7D,7D,pearson,validation,83,-0.036875528058184816,0.2396073189864811,0.16088709784182997,False
realistic,mean_reversion,bollinger_deviation,7D,14D,spearman,validation,83,-0.06365310867530272,0.22343910610966275,0.009448881280008018,False
realistic,mean_reversion,bollinger_deviation,7D,30D,spearman,validation,83,0.011891173717426096,0.22726977282730984,0.6335937890332684,False
realistic,mean_reversion,bollinger_deviation,14D,1H,spearman,design,113,0.005423207941770089,0.2505109901173537,0.8179926240595083,False
realistic,mean_reversion,bollinger_deviation,14D,4H,spearman,design,113,-0.006437619295505812,0.24454014702204002,0.7795980118839866,False
realistic,mean_reversion,bollinger_deviation,14D,12H,spearman,design,113,-0.0014669351671735234,0.24694423151292855,0.9496496181791079,False
realistic,mean_reversion,bollinger_deviation,14D,1D,spearman,design,113,0.006557713909970141,0.26690559947650516,0.7939564436555719,False
realistic,mean_reversion,bollinger_deviation,14D,3D,spearman,design,113,0.005032557969624738,0.26929579920410723,0.842533010492529,False
realistic,mean_reversion,bollinger_deviation,14D,7D,spearman,design,113,0.0025005251285423326,0.23035016404045622,0.9081331101251544,False
realistic,mean_reversion,bollinger_deviation,14D,14D,spearman,design,113,-0.003266299533320552,0.24620155049029369,0.8878480534807083,False
realistic,mean_reversion,bollinger_deviation,14D,14D,pearson,design,113,-0.019032402775966725,0.23307076356991738,0.38536663160232465,False
realistic,mean_reversion,bollinger_deviation,14D,30D,spearman,design,113,-0.012368832022795146,0.24732498588872368,0.5949903892835152,False
realistic,mean_reversion,bollinger_deviation,14D,1H,spearman,validation,83,-0.05154452396050367,0.22535881649044046,0.03718229647223214,False
realistic,mean_reversion,bollinger_deviation,14D,4H,spearman,validation,83,-0.03721049611981761,0.22011419757847311,0.12352947199663859,False
realistic,mean_reversion,bollinger_deviation,14D,12H,spearman,validation,83,-0.010674276051574718,0.21181647704624457,0.6461544294362671,False
realistic,mean_reversion,bollinger_deviation,14D,1D,spearman,validation,83,0.0008183108373342956,0.23196642846193338,0.9743612106027034,False
realistic,mean_reversion,bollinger_deviation,14D,3D,spearman,validation,83,-0.04697587341848596,0.22703632415807445,0.05942561370714077,False
realistic,mean_reversion,bollinger_deviation,14D,7D,spearman,validation,83,-0.07680647401636621,0.23497717108676136,0.0029022355914283334,False
realistic,mean_reversion,bollinger_deviation,14D,14D,spearman,validation,83,-0.04588579883443549,0.20316936992510387,0.039629385093528736,False
realistic,mean_reversion,bollinger_deviation,14D,14D,pearson,validation,83,-0.06721755826207372,0.2173280725613849,0.004835803713450579,False
realistic,mean_reversion,bollinger_deviation,14D,30D,spearman,validation,83,0.009297339734879369,0.21064113539235269,0.6875964734195328,False
realistic,mean_reversion,bollinger_deviation,30D,1H,spearman,design,113,-0.0020843036795528606,0.23673537949885423,0.9254335520584575,False
realistic,mean_reversion,bollinger_deviation,30D,4H,spearman,design,113,0.004285505538964542,0.23267760186913203,0.844775879386223,False
realistic,mean_reversion,bollinger_deviation,30D,12H,spearman,design,113,0.009475830388047154,0.2308989255329525,0.6626559751652384,False
realistic,mean_reversion,bollinger_deviation,30D,1D,spearman,design,113,0.015448596765208178,0.26771281848117545,0.5395975808243882,False
realistic,mean_reversion,bollinger_deviation,30D,3D,spearman,design,113,0.018491145876142725,0.2646109184201156,0.45757854984362745,False
realistic,mean_reversion,bollinger_deviation,30D,7D,spearman,design,113,0.0029149200434715116,0.20745343170271402,0.8812666042964482,False
realistic,mean_reversion,bollinger_deviation,30D,14D,spearman,design,113,-0.00035389097418194213,0.19653119471726763,0.9847281814613155,False
realistic,mean_reversion,bollinger_deviation,30D,30D,spearman,design,113,0.03850539284181302,0.2349349963325565,0.0814628894841997,False
realistic,mean_reversion,bollinger_deviation,30D,30D,pearson,design,113,0.04235124207788288,0.2328060718113281,0.0531379885721493,False
realistic,mean_reversion,bollinger_deviation,30D,1H,spearman,validation,83,-0.026795905426216137,0.2248544452688157,0.277615981583325,False
realistic,mean_reversion,bollinger_deviation,30D,4H,spearman,validation,83,-0.013228855270706887,0.22086933679615475,0.5852964197335065,False
realistic,mean_reversion,bollinger_deviation,30D,12H,spearman,validation,83,0.002325089833016277,0.217522637306125,0.9224238162169978,False
realistic,mean_reversion,bollinger_deviation,30D,1D,spearman,validation,83,0.005483588489295525,0.25500990038190186,0.8446840504549931,False
realistic,mean_reversion,bollinger_deviation,30D,3D,spearman,validation,83,-0.016677235256816733,0.25033093787999994,0.5438881207904869,False
realistic,mean_reversion,bollinger_deviation,30D,7D,spearman,validation,83,-0.012709484554760397,0.26533883156623694,0.6625600752621397,False
realistic,mean_reversion,bollinger_deviation,30D,14D,spearman,validation,83,0.04300208352205816,0.21377463279560735,0.06685913091569853,False
realistic,mean_reversion,bollinger_deviation,30D,30D,spearman,validation,83,0.014796026210103575,0.18915594796271695,0.476074707293323,False
realistic,mean_reversion,bollinger_deviation,30D,30D,pearson,validation,83,0.01725752521860005,0.22111790989600422,0.47705984523449074,False
realistic,mean_reversion,short_term_reversal,1H,1H,spearman,design,113,0.027327004392814415,0.22442530495858393,0.19553663362577367,False
realistic,mean_reversion,short_term_reversal,1H,1H,pearson,design,113,0.023091447447521844,0.20631517445767797,0.23414090413214128,False
realistic,mean_reversion,short_term_reversal,1H,4H,spearman,design,113,-0.014128925906645846,0.23431147212316858,0.5215257637743728,False
realistic,mean_reversion,short_term_reversal,1H,12H,spearman,design,113,-0.031677351890919386,0.2490496964023866,0.1763500378951275,False
realistic,mean_reversion,short_term_reversal,1H,1D,spearman,design,113,-0.012229787117455272,0.21558896754993004,0.5464955043548578,False
realistic,mean_reversion,short_term_reversal,1H,3D,spearman,design,113,-0.0025350009589303855,0.23263285289643829,0.907781937188626,False
realistic,mean_reversion,short_term_reversal,1H,7D,spearman,design,113,0.003214014995844635,0.23707455526471108,0.8854114969446881,False
realistic,mean_reversion,short_term_reversal,1H,14D,spearman,design,113,0.023094240024840864,0.22409098230176938,0.2732908697025739,False
realistic,mean_reversion,short_term_reversal,1H,30D,spearman,design,113,0.01354238015653397,0.25440143714476937,0.5714839351310632,False
realistic,mean_reversion,short_term_reversal,1H,1H,spearman,validation,83,0.021197572243862668,0.2432401209421692,0.4272279387854093,False
realistic,mean_reversion,short_term_reversal,1H,1H,pearson,validation,83,0.017005100102134865,0.2394613738104551,0.517652684186662,False
realistic,mean_reversion,short_term_reversal,1H,4H,spearman,validation,83,0.012830268442189815,0.22313053114500966,0.6003754551907492,False
realistic,mean_reversion,short_term_reversal,1H,12H,spearman,validation,83,-0.027354530905577195,0.21478966765381924,0.24594338731016296,False
realistic,mean_reversion,short_term_reversal,1H,1D,spearman,validation,83,-0.05350424253404595,0.2513358152060983,0.052449664769405616,False
realistic,mean_reversion,short_term_reversal,1H,3D,spearman,validation,83,-0.0610955098589848,0.26179552784676535,0.033493944127795654,False
realistic,mean_reversion,short_term_reversal,1H,7D,spearman,validation,83,-0.05814838300570704,0.2703578989206674,0.050058294009378994,False
realistic,mean_reversion,short_term_reversal,1H,14D,spearman,validation,83,-0.00648911435214542,0.2175379404351986,0.7858046736802596,False
realistic,mean_reversion,short_term_reversal,1H,30D,spearman,validation,83,0.005827822568469367,0.2163728338559389,0.8061606946490142,False
realistic,mean_reversion,short_term_reversal,4H,1H,spearman,design,113,0.0441957313899011,0.2402648265685316,0.05053920084765312,False
realistic,mean_reversion,short_term_reversal,4H,4H,spearman,design,113,0.010097080285304618,0.23469765295528391,0.6474364477531919,False
realistic,mean_reversion,short_term_reversal,4H,4H,pearson,design,113,0.0014631833334958662,0.2240440447346602,0.9446527708535166,False
realistic,mean_reversion,short_term_reversal,4H,12H,spearman,design,113,-0.017378786633423744,0.24717209781464752,0.4548157732047162,False
realistic,mean_reversion,short_term_reversal,4H,1D,spearman,design,113,0.0007495639149931001,0.2302339139962354,0.9723921891901258,False
realistic,mean_reversion,short_term_reversal,4H,3D,spearman,design,113,0.01272957249970319,0.21669400899164368,0.5323241048463784,False
realistic,mean_reversion,short_term_reversal,4H,7D,spearman,design,113,0.002940948153830696,0.23877603170206108,0.8958314713182306,False
realistic,mean_reversion,short_term_reversal,4H,14D,spearman,design,113,0.02253532060239092,0.26077142050792856,0.35828653862591286,False
realistic,mean_reversion,short_term_reversal,4H,30D,spearman,design,113,0.016085372201978126,0.2816919343857503,0.5438442030424682,False
realistic,mean_reversion,short_term_reversal,4H,1H,spearman,validation,83,-0.022553371380257873,0.242247476278279,0.3963342226171205,False
realistic,mean_reversion,short_term_reversal,4H,4H,spearman,validation,83,-0.025657517287193888,0.2467398443159313,0.3434560928499507,False
realistic,mean_reversion,short_term_reversal,4H,4H,pearson,validation,83,-0.02499752737815414,0.24411591752407827,0.35086615912213914,False
realistic,mean_reversion,short_term_reversal,4H,12H,spearman,validation,83,-0.04202071443669414,0.23617167805136757,0.10502432447042917,False
realistic,mean_reversion,short_term_reversal,4H,1D,spearman,validation,83,-0.030600597880242778,0.22797719631288452,0.2213817168174671,False
realistic,mean_reversion,short_term_reversal,4H,3D,spearman,validation,83,-0.03125283087236162,0.2474889476546703,0.24995328720178323,False
realistic,mean_reversion,short_term_reversal,4H,7D,spearman,validation,83,-0.01869734577407374,0.24718063823888195,0.49073806783354434,False
realistic,mean_reversion,short_term_reversal,4H,14D,spearman,validation,83,0.02367062233897998,0.23873495719997517,0.3663659280991035,False
realistic,mean_reversion,short_term_reversal,4H,30D,spearman,validation,83,-0.01799679922698312,0.236008562343964,0.48723404370082934,False
realistic,mean_reversion,short_term_reversal,12H,1H,spearman,design,113,0.02111016740184663,0.24033667723389193,0.35045479614408825,False
realistic,mean_reversion,short_term_reversal,12H,4H,spearman,design,113,-0.011163776176516253,0.2586051147279507,0.6463096404360786,False
realistic,mean_reversion,short_term_reversal,12H,12H,spearman,design,113,-0.01903134332447465,0.2455089187418872,0.4099242704624043,False
realistic,mean_reversion,short_term_reversal,12H,12H,pearson,design,113,-0.018968854415990093,0.25722091483043763,0.4330846152529335,False
realistic,mean_reversion,short_term_reversal,12H,1D,spearman,design,113,-0.01172771856763199,0.2486725460840731,0.6161379023524953,False
realistic,mean_reversion,short_term_reversal,12H,3D,spearman,design,113,0.0017103208307076893,0.21151058319848678,0.9315000561569116,False
realistic,mean_reversion,short_term_reversal,12H,7D,spearman,design,113,-0.003498725992492941,0.2301546340824462,0.8716243523299466,False
realistic,mean_reversion,short_term_reversal,12H,14D,spearman,design,113,0.005023653616080807,0.2460402289019596,0.8281721071136262,False
realistic,mean_reversion,short_term_reversal,12H,30D,spearman,design,113,0.04476081536480452,0.2583433925005344,0.06550603357876457,False
realistic,mean_reversion,short_term_reversal,12H,1H,spearman,validation,83,0.009668750188724824,0.2343053130158984,0.7069558956806388,False
realistic,mean_reversion,short_term_reversal,12H,4H,spearman,validation,83,0.018452758402029167,0.2329447217672683,0.4704883821956479,False
realistic,mean_reversion,short_term_reversal,12H,12H,spearman,validation,83,-0.04781834103330616,0.23719181465426364,0.06625692670476716,False
realistic,mean_reversion,short_term_reversal,12H,12H,pearson,validation,83,-0.04341884815067165,0.2493960098342497,0.11271888141665791,False
realistic,mean_reversion,short_term_reversal,12H,1D,spearman,validation,83,-0.045248663828245314,0.22679028738115817,0.06911118387507016,False
realistic,mean_reversion,short_term_reversal,12H,3D,spearman,validation,83,-0.02038832019808558,0.2461799016836878,0.4505400212611993,False
realistic,mean_reversion,short_term_reversal,12H,7D,spearman,validation,83,-0.016562490563758792,0.21646531934832053,0.4857590164530694,False
realistic,mean_reversion,short_term_reversal,12H,14D,spearman,validation,83,-0.014110577648941627,0.2255100448992056,0.5686393369887159,False
realistic,mean_reversion,short_term_reversal,12H,30D,spearman,validation,83,-0.02292780143128906,0.2231320035918695,0.3492024528115091,False
realistic,mean_reversion,short_term_reversal,1D,1H,spearman,design,113,0.02719960364210891,0.2508626358008088,0.24908855210898972,False
realistic,mean_reversion,short_term_reversal,1D,4H,spearman,design,113,0.007863457446322731,0.2690657837070814,0.7560542406212951,False
realistic,mean_reversion,short_term_reversal,1D,12H,spearman,design,113,-0.030885092742266914,0.24402148334636647,0.17848745094579288,False
realistic,mean_reversion,short_term_reversal,1D,1D,spearman,design,113,-0.02267596372503356,0.25285149971073434,0.34042714151460607,False
realistic,mean_reversion,short_term_reversal,1D,1D,pearson,design,113,-0.01887549146307571,0.25239624019790785,0.4266268336297899,False
realistic,mean_reversion,short_term_reversal,1D,3D,spearman,design,113,-0.012183438815675306,0.2323439996841344,0.5772447997167982,False
realistic,mean_reversion,short_term_reversal,1D,7D,spearman,design,113,-0.0017087226134049338,0.2387499787732645,0.9393558777394035,False
realistic,mean_reversion,short_term_reversal,1D,14D,spearman,design,113,0.014256554974108883,0.23656030622539648,0.5217586279444174,False
realistic,mean_reversion,short_term_reversal,1D,30D,spearman,design,113,0.025607550891805244,0.24780026033074184,0.27198020515391474,False
realistic,mean_reversion,short_term_reversal,1D,1H,spearman,validation,83,0.021466316393393123,0.2383819201037812,0.41199069155340906,False
realistic,mean_reversion,short_term_reversal,1D,4H,spearman,validation,83,0.04648971827158257,0.24672542523704902,0.08604292664494625,False
realistic,mean_reversion,short_term_reversal,1D,12H,spearman,validation,83,-0.0004861551469034058,0.24392335242566746,0.9855130570010829,False
realistic,mean_reversion,short_term_reversal,1D,1D,spearman,validation,83,-0.018072289156626516,0.21958540667855997,0.4533717341335637,False
realistic,mean_reversion,short_term_reversal,1D,1D,pearson,validation,83,-0.020619793607197467,0.2167513136357371,0.38611425260226284,False
realistic,mean_reversion,short_term_reversal,1D,3D,spearman,validation,83,-0.006869583597548084,0.2261646374918478,0.7819930539446039,False
realistic,mean_reversion,short_term_reversal,1D,7D,spearman,validation,83,0.006929975541262794,0.22632538986492978,0.780277722284006,False
realistic,mean_reversion,short_term_reversal,1D,14D,spearman,validation,83,0.04305039707702992,0.22593490666099952,0.08257574242113971,False
realistic,mean_reversion,short_term_reversal,1D,30D,spearman,validation,83,-0.015366730078207564,0.21943911337658537,0.5234872683995822,False
realistic,mean_reversion,short_term_reversal,3D,1H,spearman,design,113,-0.029861777034987266,0.2775945037808188,0.25282249093524856,False
realistic,mean_reversion,short_term_reversal,3D,4H,spearman,design,113,-0.021660182470752628,0.2663735786627291,0.387373188928249,False
realistic,mean_reversion,short_term_reversal,3D,12H,spearman,design,113,-0.005219321077289795,0.2422727609562363,0.8188635206294843,False
realistic,mean_reversion,short_term_reversal,3D,1D,spearman,design,113,0.0023162735052101907,0.2585624687741313,0.9241339197140253,False
realistic,mean_reversion,short_term_reversal,3D,3D,spearman,design,113,0.011687078184790457,0.24053012068038904,0.6055007744853249,False
realistic,mean_reversion,short_term_reversal,3D,3D,pearson,design,113,0.00990247146469725,0.24665617855008098,0.6695490499349188,False
realistic,mean_reversion,short_term_reversal,3D,7D,spearman,design,113,0.004982328282966659,0.2336864959652545,0.8207031246520583,False
realistic,mean_reversion,short_term_reversal,3D,14D,spearman,design,113,0.01844434094084769,0.2423866203586436,0.41857386407391495,False
realistic,mean_reversion,short_term_reversal,3D,30D,spearman,design,113,0.030225713946500813,0.24176477528173582,0.1838502076017734,False
realistic,mean_reversion,short_term_reversal,3D,1H,spearman,validation,83,0.02701029682640335,0.23924907688034225,0.3036992853124436,False
realistic,mean_reversion,short_term_reversal,3D,4H,spearman,validation,83,0.03771174925264969,0.23279600352916957,0.13998600446516818,False
realistic,mean_reversion,short_term_reversal,3D,12H,spearman,validation,83,0.0012863484011232885,0.24093194908465015,0.9612053267648657,False
realistic,mean_reversion,short_term_reversal,3D,1D,spearman,validation,83,-0.005480568892109791,0.219770019103976,0.8202731437063118,False
realistic,mean_reversion,short_term_reversal,3D,3D,spearman,validation,83,0.03524775794908959,0.1964599151028861,0.10214469432064728,False
realistic,mean_reversion,short_term_reversal,3D,3D,pearson,validation,83,0.03428917224986991,0.20993200613835294,0.13673782799012135,False
realistic,mean_reversion,short_term_reversal,3D,7D,spearman,validation,83,0.025950418214210222,0.23977404572671582,0.32412829850178015,False
realistic,mean_reversion,short_term_reversal,3D,14D,spearman,validation,83,0.06878642389105295,0.2137110166702568,0.0033641424874602853,False
realistic,mean_reversion,short_term_reversal,3D,30D,spearman,validation,83,0.0022163843343297996,0.21700845902008514,0.9258653579393439,False
realistic,mean_reversion,short_term_reversal,7D,1H,spearman,design,113,-0.01072175493392513,0.25139623439611797,0.6502871819902698,False
realistic,mean_reversion,short_term_reversal,7D,4H,spearman,design,113,-0.018695946007653175,0.23081689688192097,0.3892206627399958,False
realistic,mean_reversion,short_term_reversal,7D,12H,spearman,design,113,-0.00746983935632939,0.24279228736063352,0.7436292458858211,False
realistic,mean_reversion,short_term_reversal,7D,1D,spearman,design,113,-0.006911833200909611,0.26642229954337143,0.7827174697626087,False
realistic,mean_reversion,short_term_reversal,7D,3D,spearman,design,113,-0.011188434386330213,0.278731864633726,0.6695983672319892,False
realistic,mean_reversion,short_term_reversal,7D,7D,spearman,design,113,0.00610838653113784,0.24019931454955545,0.7869065194941784,False
realistic,mean_reversion,short_term_reversal,7D,7D,pearson,design,113,0.008992799335939819,0.2372010183342118,0.6869396714361193,False
realistic,mean_reversion,short_term_reversal,7D,14D,spearman,design,113,0.01902928847365681,0.21347661531559486,0.34334822621392347,False
realistic,mean_reversion,short_term_reversal,7D,30D,spearman,design,113,0.020291423509319895,0.23416007756631652,0.35696267708694174,False
realistic,mean_reversion,short_term_reversal,7D,1H,spearman,validation,83,0.0746233052510795,0.23967450684114608,0.00456026790812509,False
realistic,mean_reversion,short_term_reversal,7D,4H,spearman,validation,83,0.03439925113989794,0.2280523361326461,0.16937609994807934,False
realistic,mean_reversion,short_term_reversal,7D,12H,spearman,validation,83,0.03645861642056949,0.21608883913570162,0.12426468883534074,False
realistic,mean_reversion,short_term_reversal,7D,1D,spearman,validation,83,0.020170909200712624,0.22410350484227154,0.41221393341979395,False
realistic,mean_reversion,short_term_reversal,7D,3D,spearman,validation,83,0.04106954132318749,0.23628190015247416,0.11329893043637698,False
realistic,mean_reversion,short_term_reversal,7D,7D,spearman,validation,83,0.07576169339010176,0.2174091365418014,0.0014996036974184676,False
realistic,mean_reversion,short_term_reversal,7D,7D,pearson,validation,83,0.06863277701631695,0.24581591357315052,0.010969493032882215,False
realistic,mean_reversion,short_term_reversal,7D,14D,spearman,validation,83,0.08075610713530813,0.19142465385555918,0.00012133722895399309,True
realistic,mean_reversion,short_term_reversal,7D,30D,spearman,validation,83,0.011036627713862976,0.19969502710607684,0.6146056787956924,False
realistic,mean_reversion,short_term_reversal,14D,1H,spearman,design,113,-0.021820689151300945,0.2316556123256167,0.31668107773149834,False
realistic,mean_reversion,short_term_reversal,14D,4H,spearman,design,113,-0.00465058403426578,0.23503926652489676,0.8334082048795872,False
realistic,mean_reversion,short_term_reversal,14D,12H,spearman,design,113,-0.008378540051325606,0.23962944158186972,0.7101322623920228,False
realistic,mean_reversion,short_term_reversal,14D,1D,spearman,design,113,-0.00012192114852461223,0.2533929812868033,0.995919044551787,False
realistic,mean_reversion,short_term_reversal,14D,3D,spearman,design,113,-0.016035827465592675,0.2638460865913433,0.5182336719134328,False
realistic,mean_reversion,short_term_reversal,14D,7D,spearman,design,113,0.019211256929413584,0.20018625452163039,0.30766098667903774,False
realistic,mean_reversion,short_term_reversal,14D,14D,spearman,design,113,0.027294583413244197,0.2043984538264112,0.15575073645691304,False
realistic,mean_reversion,short_term_reversal,14D,14D,pearson,design,113,0.03289253916295093,0.20378202962802544,0.08619570635962048,False
realistic,mean_reversion,short_term_reversal,14D,30D,spearman,design,113,0.06308848644255094,0.1846910661418549,0.0002821679594016182,True
realistic,mean_reversion,short_term_reversal,14D,1H,spearman,validation,83,0.042186792281909594,0.22768874122541838,0.09141007070602283,False
realistic,mean_reversion,short_term_reversal,14D,4H,spearman,validation,83,-5.435274934323253e-05,0.24581225151861671,0.9983927005124553,False
realistic,mean_reversion,short_term_reversal,14D,12H,spearman,validation,83,0.029133073647975363,0.23860476971799005,0.2659824396860302,False
realistic,mean_reversion,short_term_reversal,14D,1D,spearman,validation,83,0.02275870398888788,0.2620971856922976,0.42889325878679596,False
realistic,mean_reversion,short_term_reversal,14D,3D,spearman,validation,83,0.08025787359966179,0.25895912255427134,0.004749501933746825,False
realistic,mean_reversion,short_term_reversal,14D,7D,spearman,validation,83,0.08637255790077603,0.2521983226654094,0.0018077148600912927,False
realistic,mean_reversion,short_term_reversal,14D,14D,spearman,validation,83,-0.014524262463387382,0.23246246945833424,0.5692067281787383,False
realistic,mean_reversion,short_term_reversal,14D,14D,pearson,validation,83,0.012477466352687589,0.22878202532739106,0.6192801009173812,False
realistic,mean_reversion,short_term_reversal,14D,30D,spearman,validation,83,0.02098620044086119,0.23858703952064264,0.4229250230555347,False
realistic,mean_reversion,short_term_reversal,30D,1H,spearman,design,113,-0.018303012867932456,0.23372850529960668,0.40516367697571365,False
realistic,mean_reversion,short_term_reversal,30D,4H,spearman,design,113,-0.006361361498488546,0.2660620931255668,0.7993723617251691,False
realistic,mean_reversion,short_term_reversal,30D,12H,spearman,design,113,0.005664538754486427,0.2387829814783112,0.8009065305634255,False
realistic,mean_reversion,short_term_reversal,30D,1D,spearman,design,113,0.010665132378056021,0.23771675683152121,0.6334189799384562,False
realistic,mean_reversion,short_term_reversal,30D,3D,spearman,design,113,0.030844908992940446,0.24594056357745536,0.18246895295631937,False
realistic,mean_reversion,short_term_reversal,30D,7D,spearman,design,113,0.028503748961158752,0.19801329358247688,0.12596839879168586,False
realistic,mean_reversion,short_term_reversal,30D,14D,spearman,design,113,0.03519137510616729,0.2064727536392404,0.07001552277920735,False
realistic,mean_reversion,short_term_reversal,30D,30D,spearman,design,113,0.027979762002611944,0.23712900438853007,0.20973598761083112,False
realistic,mean_reversion,short_term_reversal,30D,30D,pearson,design,113,0.013225460046753226,0.251644410310347,0.5763804849288847,False
realistic,mean_reversion,short_term_reversal,30D,1H,spearman,validation,83,0.024591599480629278,0.2292463984720259,0.3284257731187151,False
realistic,mean_reversion,short_term_reversal,30D,4H,spearman,validation,83,0.011552978832623729,0.2201961884576757,0.6326538633510269,False
realistic,mean_reversion,short_term_reversal,30D,12H,spearman,validation,83,0.00847902889754507,0.22197015174921922,0.7278333600211214,False
realistic,mean_reversion,short_term_reversal,30D,1D,spearman,validation,83,-0.006721623335447051,0.24438273242054062,0.8021404982323745,False
realistic,mean_reversion,short_term_reversal,30D,3D,spearman,validation,83,-0.011779448621553886,0.233794063257056,0.6462206229581549,False
realistic,mean_reversion,short_term_reversal,30D,7D,spearman,validation,83,0.016290726817042613,0.23569547440333405,0.5288960345270068,False
realistic,mean_reversion,short_term_reversal,30D,14D,spearman,validation,83,0.004429749071473867,0.21572029413716007,0.8515979741993385,False
realistic,mean_reversion,short_term_reversal,30D,30D,spearman,validation,83,0.09538605550019627,0.20364888259381095,1.9795122384672305e-05,True
realistic,mean_reversion,short_term_reversal,30D,30D,pearson,validation,83,0.09158435179218417,0.21255918244789015,8.659700863263077e-05,True
realistic,mean_reversion,medium_term_reversal,1H,1H,spearman,design,113,0.027327004392814415,0.22442530495858393,0.19553663362577367,False
realistic,mean_reversion,medium_term_reversal,1H,1H,pearson,design,113,0.023091447447521844,0.20631517445767797,0.23414090413214128,False
realistic,mean_reversion,medium_term_reversal,1H,4H,spearman,design,113,-0.014128925906645846,0.23431147212316858,0.5215257637743728,False
realistic,mean_reversion,medium_term_reversal,1H,12H,spearman,design,113,-0.031677351890919386,0.2490496964023866,0.1763500378951275,False
realistic,mean_reversion,medium_term_reversal,1H,1D,spearman,design,113,-0.012229787117455272,0.21558896754993004,0.5464955043548578,False
realistic,mean_reversion,medium_term_reversal,1H,3D,spearman,design,113,-0.0025350009589303855,0.23263285289643829,0.907781937188626,False
realistic,mean_reversion,medium_term_reversal,1H,7D,spearman,design,113,0.003214014995844635,0.23707455526471108,0.8854114969446881,False
realistic,mean_reversion,medium_term_reversal,1H,14D,spearman,design,113,0.023094240024840864,0.22409098230176938,0.2732908697025739,False
realistic,mean_reversion,medium_term_reversal,1H,30D,spearman,design,113,0.01354238015653397,0.25440143714476937,0.5714839351310632,False
realistic,mean_reversion,medium_term_reversal,1H,1H,spearman,validation,83,0.021197572243862668,0.2432401209421692,0.4272279387854093,False
realistic,mean_reversion,medium_term_reversal,1H,1H,pearson,validation,83,0.017005100102134865,0.2394613738104551,0.517652684186662,False
realistic,mean_reversion,medium_term_reversal,1H,4H,spearman,validation,83,0.012830268442189815,0.22313053114500966,0.6003754551907492,False
realistic,mean_reversion,medium_term_reversal,1H,12H,spearman,validation,83,-0.027354530905577195,0.21478966765381924,0.24594338731016296,False
realistic,mean_reversion,medium_term_reversal,1H,1D,spearman,validation,83,-0.05350424253404595,0.2513358152060983,0.052449664769405616,False
realistic,mean_reversion,medium_term_reversal,1H,3D,spearman,validation,83,-0.0610955098589848,0.26179552784676535,0.033493944127795654,False
realistic,mean_reversion,medium_term_reversal,1H,7D,spearman,validation,83,-0.05814838300570704,0.2703578989206674,0.050058294009378994,False
realistic,mean_reversion,medium_term_reversal,1H,14D,spearman,validation,83,-0.00648911435214542,0.2175379404351986,0.7858046736802596,False
realistic,mean_reversion,medium_term_reversal,1H,30D,spearman,validation,83,0.005827822568469367,0.2163728338559389,0.8061606946490142,False
realistic,mean_reversion,medium_term_reversal,4H,1H,spearman,design,113,0.0441957313899011,0.2402648265685316,0.05053920084765312,False
realistic,mean_reversion,medium_term_reversal,4H,4H,spearman,design,113,0.010097080285304618,0.23469765295528391,0.6474364477531919,False
realistic,mean_reversion,medium_term_reversal,4H,4H,pearson,design,113,0.0014631833334958662,0.2240440447346602,0.9446527708535166,False
