universe,family,signal,own_horizon,fwd_horizon,method,region,n_periods,mean_ic,std_ic,analytic_p,bh_significant
positive_control,relative_strength,relative_strength,7D,7D,pearson,validation,83,0.41754783719556215,0.47867174753378283,1.909617883045731e-15,True
positive_control,relative_strength,relative_strength,7D,14D,spearman,validation,83,0.36987347887791766,0.21223094069576895,9.064796377641605e-57,True
positive_control,relative_strength,relative_strength,7D,30D,spearman,validation,83,0.31450485712465875,0.18402163732012228,1.1582797145844992e-54,True
positive_control,relative_strength,relative_strength,14D,1H,spearman,design,113,0.5837331672426167,0.15707592607535725,0.0,True
positive_control,relative_strength,relative_strength,14D,4H,spearman,design,113,0.5886138482524066,0.15160203740697623,0.0,True
positive_control,relative_strength,relative_strength,14D,12H,spearman,design,113,0.5815826206017307,0.1520558866990735,0.0,True
positive_control,relative_strength,relative_strength,14D,1D,spearman,design,113,0.5679846569844781,0.16071509804932077,7.137342136905793e-309,True
positive_control,relative_strength,relative_strength,14D,3D,spearman,design,113,0.5311948789559449,0.1733100136193108,7.529037330840718e-233,True
positive_control,relative_strength,relative_strength,14D,7D,spearman,design,113,0.46716924173755053,0.17591054179016774,2.456702267157947e-175,True
positive_control,relative_strength,relative_strength,14D,14D,spearman,design,113,0.3807260053451935,0.17690154647979803,7.675628503323442e-116,True
positive_control,relative_strength,relative_strength,14D,14D,pearson,design,113,0.0827248721447499,0.33878964664907374,0.009441371815966096,True
positive_control,relative_strength,relative_strength,14D,30D,spearman,design,113,0.17984724812424682,0.17977930759018232,2.0667594993955153e-26,True
positive_control,relative_strength,relative_strength,14D,1H,spearman,validation,83,0.5411399495278345,0.16489532371760998,2.097103517048186e-196,True
positive_control,relative_strength,relative_strength,14D,4H,spearman,validation,83,0.542022462321125,0.16745368465772217,3.971226510548215e-191,True
positive_control,relative_strength,relative_strength,14D,12H,spearman,validation,83,0.53130778151074,0.1734446621757977,2.150692039987536e-171,True
positive_control,relative_strength,relative_strength,14D,1D,spearman,validation,83,0.5193578423292564,0.1732530981110126,3.210135639150663e-164,True
positive_control,relative_strength,relative_strength,14D,3D,spearman,validation,83,0.4644960733659526,0.17545096741675634,1.5670885997799438e-128,True
positive_control,relative_strength,relative_strength,14D,7D,spearman,validation,83,0.3770253841360433,0.19227904711715998,2.2509840229870913e-71,True
positive_control,relative_strength,relative_strength,14D,14D,spearman,validation,83,0.2934921317507408,0.21485020868349844,1.4862661339613817e-35,True
positive_control,relative_strength,relative_strength,14D,14D,pearson,validation,83,0.11510455766768861,0.3576593525209285,0.0033680128382489894,True
positive_control,relative_strength,relative_strength,14D,30D,spearman,validation,83,0.2937484486518805,0.17407208102645588,2.4477387708599366e-53,True
positive_control,relative_strength,relative_strength,30D,1H,spearman,design,113,0.3923190005202372,0.16987173035651912,4.289333765055398e-133,True
positive_control,relative_strength,relative_strength,30D,4H,spearman,design,113,0.39667342173490044,0.16602101156041468,2.61528014773994e-142,True
positive_control,relative_strength,relative_strength,30D,12H,spearman,design,113,0.3899434741699985,0.16217694591079787,4.309411319344803e-144,True
positive_control,relative_strength,relative_strength,30D,1D,spearman,design,113,0.37885741147241825,0.162387819317691,8.840161473956297e-136,True
positive_control,relative_strength,relative_strength,30D,3D,spearman,design,113,0.348091243224166,0.1637548112974123,4.707324456747159e-113,True
positive_control,relative_strength,relative_strength,30D,7D,spearman,design,113,0.282570838321105,0.17119403811512518,6.382855757064817e-69,True
positive_control,relative_strength,relative_strength,30D,14D,spearman,design,113,0.19146328919620614,0.18268496615373958,7.927600721846039e-29,True
positive_control,relative_strength,relative_strength,30D,30D,spearman,design,113,0.06314582942532969,0.14648335795124248,4.596089821322324e-06,True
positive_control,relative_strength,relative_strength,30D,30D,pearson,design,113,0.061792742135667336,0.3390673811737856,0.05271206148854896,False
positive_control,relative_strength,relative_strength,30D,1H,spearman,validation,83,0.3767155176917241,0.1699846358794167,1.1912596703773315e-90,True
positive_control,relative_strength,relative_strength,30D,4H,spearman,validation,83,0.3796033893491151,0.16948860500879245,1.5212353566406838e-92,True
positive_control,relative_strength,relative_strength,30D,12H,spearman,validation,83,0.37296670295283707,0.17407017378194323,7.391691687556284e-85,True
positive_control,relative_strength,relative_strength,30D,1D,spearman,validation,83,0.36515641963115025,0.17427606833688655,3.124519942451685e-81,True
positive_control,relative_strength,relative_strength,30D,3D,spearman,validation,83,0.33404057284360544,0.17586142958157278,4.32457399631287e-67,True
positive_control,relative_strength,relative_strength,30D,7D,spearman,validation,83,0.30036138556276004,0.18288527915069314,1.2906873309466191e-50,True
positive_control,relative_strength,relative_strength,30D,14D,spearman,validation,83,0.295301397599785,0.18516355941546794,7.88566378590282e-48,True
positive_control,relative_strength,relative_strength,30D,30D,spearman,validation,83,0.30394989472709283,0.16186992891442445,1.3151553272145304e-65,True
positive_control,relative_strength,relative_strength,30D,30D,pearson,validation,83,0.007923705243137263,0.2533346986546812,0.7756804286924397,False
positive_control,cross_sectional,cross_sectional_relative_strength,1H,1H,spearman,design,113,0.9692375133565303,0.01871862940410421,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,4H,spearman,design,113,0.964428477492534,0.024458499209477506,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,12H,spearman,design,113,0.9499360713078897,0.030945317984118873,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,1D,spearman,design,113,0.9256057243577449,0.03964777084917934,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,3D,spearman,design,113,0.8418262600801847,0.08611279676212338,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,7D,spearman,design,113,0.7234371717946609,0.12440858734455654,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,14D,spearman,design,113,0.5837084427337191,0.15683790099979122,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,30D,spearman,design,113,0.3723427729571868,0.17604236568344192,6.012825010442539e-112,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,1H,spearman,validation,83,0.9739106803152459,0.016124817087237855,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,4H,spearman,validation,83,0.9715040613582148,0.018586128428579003,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,12H,spearman,validation,83,0.9556179605640605,0.024823117308608686,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,1D,spearman,validation,83,0.9297309538907509,0.03379189893054102,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,3D,spearman,validation,83,0.8499622550351781,0.06854688202605179,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,7D,spearman,validation,83,0.7164719026481866,0.12177100749318752,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,14D,spearman,validation,83,0.5314883594528489,0.17548032294087806,1.3372874219922276e-167,True
positive_control,cross_sectional,cross_sectional_relative_strength,1H,30D,spearman,validation,83,0.3964182127406186,0.20668009358173628,2.258092014887104e-68,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,1H,spearman,design,113,0.9676874708896134,0.021547125320956876,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,4H,spearman,design,113,0.9642967387234354,0.024528689869877305,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,12H,spearman,design,113,0.9481399033763482,0.035461656751527654,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,1D,spearman,design,113,0.922770943496169,0.044021976124053265,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,3D,spearman,design,113,0.840105208361873,0.08739190730262673,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,7D,spearman,design,113,0.7252901905988293,0.12681249483358684,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,14D,spearman,design,113,0.5869775575252612,0.1611462833503369,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,30D,spearman,design,113,0.3771699869251477,0.17621292079917295,1.3402642954184056e-114,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,1H,spearman,validation,83,0.9721260983784763,0.016146912695697735,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,4H,spearman,validation,83,0.9697406166017455,0.019481046329889923,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,12H,spearman,validation,83,0.9545127879940816,0.02641275767928346,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,1D,spearman,validation,83,0.9288069571519161,0.037897451732526115,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,3D,spearman,validation,83,0.846997010598786,0.07205901925133391,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,7D,spearman,validation,83,0.7122082314219284,0.12587736317813542,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,14D,spearman,validation,83,0.5293112298819336,0.17138842171853697,3.5145931717038596e-174,True
positive_control,cross_sectional,cross_sectional_relative_strength,4H,30D,spearman,validation,83,0.39503033535128135,0.20353416323877982,5.767918278917225e-70,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,1H,spearman,design,113,0.9474946802195493,0.0329899549895403,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,4H,spearman,design,113,0.9456768221960419,0.03491894924168241,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,12H,spearman,design,113,0.9324668712384814,0.04237119452350266,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,1D,spearman,design,113,0.9078490734905981,0.05176646925162886,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,3D,spearman,design,113,0.829806752696421,0.09102487552927334,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,7D,spearman,design,113,0.7171659954153995,0.1303292249126361,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,14D,spearman,design,113,0.5846429884376599,0.166667247173824,2.4823502627948743e-304,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,30D,spearman,design,113,0.37062419995666945,0.18106679815939195,5.7068858279265306e-105,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,1H,spearman,validation,83,0.9559259594770058,0.0248784456012441,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,4H,spearman,validation,83,0.9534015762297309,0.02706845542970503,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,12H,spearman,validation,83,0.9378355527372647,0.03490886549998728,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,1D,spearman,validation,83,0.9156324546305522,0.04812510340555366,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,3D,spearman,validation,83,0.8380378657487092,0.07360712889626433,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,7D,spearman,validation,83,0.7020291693088142,0.12216043299552548,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,14D,spearman,validation,83,0.5185373071232298,0.17331866262173168,1.3830874937906611e-163,True
positive_control,cross_sectional,cross_sectional_relative_strength,12H,30D,spearman,validation,83,0.38331670087097847,0.20271887749697795,1.6737727204406105e-66,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,1H,spearman,design,113,0.921930052878161,0.04721228942077966,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,4H,spearman,design,113,0.9230277998483976,0.043769979184941854,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,12H,spearman,design,113,0.9110592071015644,0.046809376120407274,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,1D,spearman,design,113,0.8865482615962081,0.05993364674478465,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,3D,spearman,design,113,0.8166100441107975,0.09800299986333283,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,7D,spearman,design,113,0.7090883768505073,0.13249016731982508,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,14D,spearman,design,113,0.5791113697099896,0.16435768340552037,4.9560910716629485e-307,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,30D,spearman,design,113,0.3639923702927182,0.18076872212547443,1.209146839440245e-101,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,1H,spearman,validation,83,0.9317118096445934,0.039106409871137504,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,4H,spearman,validation,83,0.930002717637467,0.04074103924150646,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,12H,spearman,validation,83,0.91531539692605,0.04802308175808202,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,1D,spearman,validation,83,0.8935229640365975,0.05968243212205919,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,3D,spearman,validation,83,0.8189238155630035,0.08224678723112966,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,7D,spearman,validation,83,0.6812845366428119,0.13323176117410573,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,14D,spearman,validation,83,0.49933870821632387,0.18019672034058468,1.262694416332298e-140,True
positive_control,cross_sectional,cross_sectional_relative_strength,1D,30D,spearman,validation,83,0.37356394027908596,0.19909302156212044,1.6402146685464062e-65,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,1H,spearman,design,113,0.841979917258007,0.08607215665510551,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,4H,spearman,design,113,0.8421858589733052,0.08333388091623135,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,12H,spearman,design,113,0.8321892380613167,0.08962130087517002,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,1D,spearman,design,113,0.8144542772861357,0.1031879259779809,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,3D,spearman,design,113,0.7536713334611906,0.1260440598451945,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,7D,spearman,design,113,0.6575531749728305,0.1514734262469894,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,14D,spearman,design,113,0.5371447297817784,0.1619572729321063,2.799955307138979e-272,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,30D,spearman,design,113,0.3275274829314215,0.17061021634303317,1.4452524361208805e-92,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,1H,spearman,validation,83,0.8526406377389257,0.07627479727967124,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,4H,spearman,validation,83,0.853492164145303,0.07264175104344117,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,12H,spearman,validation,83,0.8408672283117432,0.07604969392186577,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,1D,spearman,validation,83,0.8221910197179694,0.07948444496978387,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,3D,spearman,validation,83,0.7493130416402451,0.10363812345708699,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,7D,spearman,validation,83,0.6179786816438687,0.1475248085818564,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,14D,spearman,validation,83,0.45215448259202223,0.19286878576167657,3.274218067355634e-101,True
positive_control,cross_sectional,cross_sectional_relative_strength,3D,30D,spearman,validation,83,0.34655094338142145,0.19735369599096866,1.3232328855766303e-57,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,1H,spearman,design,113,0.7274030370798961,0.12024463817741829,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,4H,spearman,design,113,0.7296190523862519,0.11765525612820586,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,12H,spearman,design,113,0.7217049507894144,0.1189761218745888,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,1D,spearman,design,113,0.7051630624888058,0.128251291351144,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,3D,spearman,design,113,0.6613756081672868,0.14108015552773095,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,7D,spearman,design,113,0.5873169982681231,0.15160356546461534,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,14D,spearman,design,113,0.4763089322547395,0.1533269337462698,3.8664016341507e-239,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,30D,spearman,design,113,0.26657308817738673,0.17363838072361815,7.159054415497543e-60,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,1H,spearman,validation,83,0.7216505118217229,0.10966599003168662,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,4H,spearman,validation,83,0.7254068907207778,0.10971902768197173,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,12H,spearman,validation,83,0.7164839810369298,0.11620534836408844,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,1D,spearman,validation,83,0.6993356886191382,0.11707838430760678,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,3D,spearman,validation,83,0.6286529576954434,0.12868706247581435,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,7D,spearman,validation,83,0.5074161306881662,0.17247571004887183,3.0211970714328327e-158,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,14D,spearman,validation,83,0.36987347887791766,0.21223094069576895,9.064796377641605e-57,True
positive_control,cross_sectional,cross_sectional_relative_strength,7D,30D,spearman,validation,83,0.31450485712465875,0.18402163732012228,1.1582797145844992e-54,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,1H,spearman,design,113,0.5827645496007914,0.16164502375349016,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,4H,spearman,design,113,0.5868698036963347,0.15622546682177024,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,12H,spearman,design,113,0.5803820769020662,0.15657138427845493,0.0,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,1D,spearman,design,113,0.5673278941148491,0.1650827763079522,3.46360180115826e-292,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,3D,spearman,design,113,0.5309292858397774,0.17777275948504656,3.428570029294345e-221,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,7D,spearman,design,113,0.4665032197224544,0.17891274903792173,4.307864544376599e-169,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,14D,spearman,design,113,0.3812222105126759,0.18006631627776223,3.682555868241367e-112,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,30D,spearman,design,113,0.1792560900496714,0.1809589492101777,6.275839134566427e-26,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,1H,spearman,validation,83,0.5365572692044206,0.16317689099020288,3.580451365304635e-197,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,4H,spearman,validation,83,0.5369327630174501,0.1668829252227636,7.270330550738877e-189,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,12H,spearman,validation,83,0.5255417976542281,0.1730737404225924,1.893358304653677e-168,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,1D,spearman,validation,83,0.5148766358595931,0.17334263994594498,2.868935238173648e-161,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,3D,spearman,validation,83,0.45993855477302925,0.17282540513821687,7.374505544544547e-130,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,7D,spearman,validation,83,0.37464213312233274,0.18924711126714874,1.0270093081021299e-72,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,14D,spearman,validation,83,0.29405412976907747,0.20939746424855635,1.7788730028425789e-37,True
positive_control,cross_sectional,cross_sectional_relative_strength,14D,30D,spearman,validation,83,0.2859016335158126,0.1605649781410177,3.5242708592488287e-59,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,1H,spearman,design,113,0.3662606654759172,0.19692196688766164,5.259764632175111e-87,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,4H,spearman,design,113,0.3714411464666592,0.198050553339748,1.955651923892129e-88,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,12H,spearman,design,113,0.37021629050575694,0.19104248256198592,2.750961040183106e-94,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,1D,spearman,design,113,0.3618592056074111,0.19139911319951838,7.783130382407253e-90,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,3D,spearman,design,113,0.334886733670119,0.19486144233247496,1.4650084457540989e-74,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,7D,spearman,design,113,0.27767207091996926,0.20476332548528522,4.1551924308832065e-47,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,14D,spearman,design,113,0.1784534699871801,0.22633497160116225,5.233624957698185e-17,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,30D,spearman,design,113,0.033392691636504594,0.1962621662648196,0.07050570101279424,False
positive_control,cross_sectional,cross_sectional_relative_strength,30D,1H,spearman,validation,83,0.33547131346320747,0.17388450661319832,3.725904968606374e-69,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,4H,spearman,validation,83,0.3349972352112,0.17233473396270832,3.539096271203614e-70,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,12H,spearman,validation,83,0.3298464224507581,0.1812392742078989,9.636890524342754e-62,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,1D,spearman,validation,83,0.32150858841974445,0.1788386126824491,2.730189652688866e-60,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,3D,spearman,validation,83,0.294183666610356,0.18887332278744867,1.0543318488595022e-45,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,7D,spearman,validation,83,0.26804047991880825,0.20494882346268495,9.886758834731325e-33,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,14D,spearman,validation,83,0.2626829758222241,0.21673517750481425,2.400580580204712e-28,True
positive_control,cross_sectional,cross_sectional_relative_strength,30D,30D,spearman,validation,83,0.22484101275529778,0.22838761153814396,2.9933008488081422e-19,True
