universe,family,signal,own_horizon,fwd_horizon,method,region,n_periods,mean_ic,std_ic,analytic_p,bh_significant
null,relative_strength,relative_strength,3D,3D,pearson,design,113,-0.009699049654943531,0.25378998955716475,0.6845585464535984,False
null,relative_strength,relative_strength,3D,7D,spearman,design,113,0.012844644145501696,0.26233340032679964,0.6027260041602085,False
null,relative_strength,relative_strength,3D,14D,spearman,design,113,0.05017991360493894,0.22742676471259982,0.019003747816318608,False
null,relative_strength,relative_strength,3D,30D,spearman,design,113,-0.015676456889229844,0.2512232634771025,0.5071215330850065,False
null,relative_strength,relative_strength,3D,1H,spearman,validation,83,0.008010991333756073,0.2415758044745836,0.7625646180660817,False
null,relative_strength,relative_strength,3D,4H,spearman,validation,83,0.02376422985173778,0.23741915698665386,0.3618215647580242,False
null,relative_strength,relative_strength,3D,12H,spearman,validation,83,-0.02531328320802006,0.24539247558505245,0.3473303264030141,False
null,relative_strength,relative_strength,3D,1D,spearman,validation,83,-0.016770842769574537,0.26131948969864693,0.5587593789930256,False
null,relative_strength,relative_strength,3D,3D,spearman,validation,83,-0.052121267022979145,0.2632574234073184,0.07127243535906139,False
null,relative_strength,relative_strength,3D,3D,pearson,validation,83,-0.026088982605343723,0.27087103444732985,0.3802299302470912,False
null,relative_strength,relative_strength,3D,7D,spearman,validation,83,-0.041332246278346474,0.2640903875056437,0.15391010825994192,False
null,relative_strength,relative_strength,3D,14D,spearman,validation,83,-0.015251985385149618,0.2655244455801399,0.6007569651800693,False
null,relative_strength,relative_strength,3D,30D,spearman,validation,83,-0.025627321315336526,0.2937718472201351,0.42675729120265127,False
null,relative_strength,relative_strength,7D,1H,spearman,design,113,-0.011511730915002244,0.21518395622178474,0.56957153769743,False
null,relative_strength,relative_strength,7D,4H,spearman,design,113,0.014463181639679632,0.24036524129687636,0.5224107108176934,False
null,relative_strength,relative_strength,7D,12H,spearman,design,113,-0.012553083646127292,0.22795362454512938,0.5582874655771363,False
null,relative_strength,relative_strength,7D,1D,spearman,design,113,-0.0029372950857101095,0.21840514878144915,0.8863193311987596,False
null,relative_strength,relative_strength,7D,3D,spearman,design,113,-0.006784889083719192,0.24328200253834847,0.7668757410181593,False
null,relative_strength,relative_strength,7D,7D,spearman,design,113,0.006815026895714039,0.22930822534302536,0.7520576862483864,False
null,relative_strength,relative_strength,7D,7D,pearson,design,113,-0.0027310787543028585,0.2315623512125853,0.9002279248041081,False
null,relative_strength,relative_strength,7D,14D,spearman,design,113,0.0431584883604117,0.23499304489153555,0.05090052587056962,False
null,relative_strength,relative_strength,7D,30D,spearman,design,113,-0.04559713964766158,0.23551854062774719,0.03958724514985613,False
null,relative_strength,relative_strength,7D,1H,spearman,validation,83,0.02268925325361598,0.24360842302331526,0.39614314758339586,False
null,relative_strength,relative_strength,7D,4H,spearman,validation,83,0.02167164900202313,0.23592341105321107,0.40266351529441846,False
null,relative_strength,relative_strength,7D,12H,spearman,validation,83,0.011610351179152698,0.23993335957247253,0.6593194457091578,False
null,relative_strength,relative_strength,7D,1D,spearman,validation,83,-0.031920161850409155,0.25967321189175707,0.2627588658116551,False
